id,video,emotion
118,https://www.instagram.com/reel/DJx3eoqvDxX/,0
119,https://www.instagram.com/reel/DJxLuIuzx1u/,7
120,https://www.instagram.com/reel/DKbi4zyvG3T/,3
121,https://www.instagram.com/reel/DKdef95Pp2Q/,1
122,https://www.instagram.com/reel/DKhARZmvGaY/,2
123,https://www.instagram.com/reel/DLJqzGNPgfT/,2
124,https://www.instagram.com/reel/DAaxBJBSZ1K/?utm_source=ig_web_copy_link,3
125,https://www.instagram.com/reel/DMKM3ChP24e/,0
126,https://www.instagram.com/reel/DMu9O1CP_cc/,0
127,https://www.instagram.com/reel/DMyvip8SNKp/,0
128,https://www.instagram.com/reel/DNE3DrKvBLU/,3
129,https://www.instagram.com/reel/DCwMSoDNbxa/,3
130,https://www.instagram.com/reel/DNIZu8tJJmt/,3
131,https://www.instagram.com/reel/DJ9CRHlPX1f/,3
132,https://www.instagram.com/reel/DJ_pmxePpO0/,5
133,https://www.instagram.com/reel/DCTGsD5BY8_/,3
134,https://www.instagram.com/reel/DJ9CDZnB6Em/,7
135,https://www.instagram.com/reel/DJrKhl0tg2k/,0
136,https://www.instagram.com/reel/DKgtvrVu3yw/,7
137,https://www.instagram.com/reel/DKVP0IxzhnY/,3
138,https://www.instagram.com/reel/C9ecLnSOrIV/,0
139,https://www.instagram.com/reel/DM1pR0ey3sX/,3
140,https://www.instagram.com/reel/DMzhzVLy9hg/,3
141,https://www.instagram.com/reel/DLpiur6yIvq/,3
142,https://www.instagram.com/reel/DLZoJ8CytTe/,3
143,https://www.instagram.com/reel/DKzV_YByh1A/,3
144,https://www.instagram.com/reel/DKji0r6SU40/,3
145,https://www.instagram.com/reel/DKT5itwyTPp/,5
146,https://www.instagram.com/reel/DJrjeGsSIyc/,3
147,https://www.instagram.com/reel/DIlmd-4SO7s/,3
148,https://www.instagram.com/reel/DH5DVpFyEXV/,1
149,https://www.instagram.com/reel/DG5nD_aykGo/,3
150,https://www.instagram.com/reel/DGKpBnFSzTN/,1
151,https://www.instagram.com/moladin_id/reel/DFu7bn8S5k8/,0
152,https://www.instagram.com/reel/DFp8hyZyAna/,1
153,https://www.instagram.com/moladin_id/reel/DFaLH18SJAa/,3
154,https://www.instagram.com/moladin_id/reel/DFXxK6cSSuh/,1
155,https://www.instagram.com/moladin_id/reel/DEm23d2yzeu/,3
156,https://www.instagram.com/moladin_id/reel/DElz8FpS2rg/,3
157,https://www.instagram.com/moladin_id/reel/DDq5sbiSdfx/,1
158,https://www.instagram.com/moladin_id/reel/DDlSrZYSvAN/,3
159,https://www.instagram.com/reel/DDFCBDQS1J3/,3
160,https://www.instagram.com/moladin_id/reel/DC5s_nJS-Df/,3
161,https://www.instagram.com/reel/DExIKhNyAqa/,3
162,https://www.instagram.com/moladin_id/reel/DM7rDvfy3_k/,3
163,https://www.instagram.com/moladin_id/reel/DM2G4Yny06x/,1
164,https://www.instagram.com/moladin_id/reel/DMus1qdh63R/,3
165,https://www.instagram.com/moladin_id/reel/DMxYMsNSZ5x/,0
166,https://www.instagram.com/moladin_id/reel/DMppfoHSJ_I/,0
167,https://www.instagram.com/moladin_id/reel/DLuM-zqy_vD/,7
168,https://www.instagram.com/moladin_id/reel/DKv6hteyHsO/,3
169,https://www.instagram.com/reel/DJoejAOS-h2/,1
170,https://www.instagram.com/reel/DM7mvB-yh3a/?igsh=ZWx5bHd1dnFpcjBo,2
171,https://www.instagram.com/reel/DNIHSEMSNfW/?igsh=eTNlbzY2NmV3bmdo,3
172,https://www.instagram.com/reel/DM-If0OyMrx/?igsh=MWoxZnZzOTl4a2psNA==,3
173,https://www.instagram.com/reel/DME_qnczF2Y/?igsh=dTJrbnk4MTdnam92,3
174,https://www.instagram.com/reel/DK_a9aazNPI/?igsh=MWJkNzhiamwwbjBxYw==,1
175,https://www.instagram.com/reel/DGmzQ0Nyjlo/?igsh=MW5scHM5ZzNpNGlrOQ==,3
176,https://www.instagram.com/reel/DB7wNtHygCF/?igsh=a2ozNjY3Y21wOTVs,3
177,https://www.instagram.com/reel/C_2iOlQygzj/?igsh=ZDBpbTZncDc0NDBu,0
178,https://www.instagram.com/reel/C9uSnn4yIed/?igsh=MWVmbGYzcmR0MzFibw==,3
179,https://www.instagram.com/reel/C9ruCj2NU48/?igsh=bmFtMmVudjFlMGYw,3
180,https://www.instagram.com/reel/C8bZNf8piGK/?igsh=MTlmajA4OTNram1jeA==,3
181,https://www.instagram.com/reel/C8HUehCSH9y/?igsh=MWs4MDZrOHVzZzExcg==,3
182,https://www.instagram.com/reel/C7gsk4eSpe0/?igsh=YW1wdzRqMDRlODFh,1
183,https://www.instagram.com/reel/C7Th3O_SMo_/?igsh=azVseHdna29mZW8w,3
184,https://www.instagram.com/reel/C_xrYxqgSp8/?igsh=YWR5eGFlbzA5ZzBq,3
185,https://www.instagram.com/reel/C912wNXS2Ma/?igsh=MTM0bzkwcDBuM2liYQ==,3
186,https://www.instagram.com/reel/C9wKwPpSfOn/?igsh=MXh5d3l5dHRlOXJ6ZA==,3
187,https://www.instagram.com/reel/C9l-N3VyaRp/?igsh=b2N3amd1NWduZmRz,3
188,https://www.instagram.com/reel/C9O5vosydAJ/?igsh=MXE5Z2x0Zjd5cHRveg==,3
189,https://www.instagram.com/reel/C9AAAeSS1qm/?igsh=ZGxwMzJvcTE4MXRw,3
190,https://www.instagram.com/reel/C88qHd7y-BT/?igsh=MWplejY1cWw2NGFnMg==,1
191,https://www.instagram.com/reel/C5QYc03yVnT/?igsh=NWducDVqMHR3NWZq,3
192,https://www.instagram.com/reel/C429IqZNFFM/?igsh=MXEwY3lndWEwODU1MA==,3
193,https://www.instagram.com/reel/C4AE88eSl1g/?igsh=YzRqZHUwM2xnbHNv,0
194,https://www.instagram.com/reel/C3hOMl-xrZM/?igsh=ZDJ0aDVwNmwxOWVy,3
195,https://www.instagram.com/reel/C219ewlJWmN/?igsh=MWt2NWN1dG5zYW1xdA==,1
196,https://www.instagram.com/reel/C2OhxcdSOZ7/?igsh=MXhmYmYwenJ1MThieA==,3
197,https://www.instagram.com/reel/C166gkuSDof/?igsh=ejhrbjRwcXFtdmU2,3
198,https://www.instagram.com/reel/C0l49jmyA52/?igsh=MTNsZ3o0bWlleDYwZw==,0
199,https://www.instagram.com/reel/DMEz84OyvC1/?igsh=bjA5dGVkeGtxMmM1,7
200,https://www.instagram.com/reel/DJ6jYu2T7G-/,0
201,https://www.instagram.com/reel/DJ6v90oT6gf/,3
202,https://www.instagram.com/reel/DKMdXCQT88v/,0
203,https://www.instagram.com/reel/DKR1CJYT9ho/,0
204,https://www.instagram.com/reel/DKg21SpTZGs/,0
205,https://www.instagram.com/reel/DKtXhpBzDx_/,0
206,https://www.instagram.com/reel/DKuQ0pVzgN0/,1
207,https://www.instagram.com/reel/DKw1N3WT0It/,1
208,https://www.instagram.com/reel/DK3wkQKzT6x/,3
209,https://www.instagram.com/reel/DLCwhZMTMfo/,1
210,https://www.instagram.com/reel/DLXPnmazMa_/,1
211,https://www.instagram.com/reel/DLY2Y8hTKqt/,1
212,https://www.instagram.com/reel/DLbUgLKzTdm/,3
213,https://www.instagram.com/reel/DLt2FA7xvIz/,3
214,https://www.instagram.com/reel/DLy-zgyxL7P/,0
215,https://www.instagram.com/reel/DNFMPHSTrBy/,3
216,https://www.instagram.com/reel/DJotEW7T_4b/,1
217,https://www.instagram.com/reel/DIthToJzFls/,1
218,https://www.instagram.com/reel/DC6uguvT834/,5
219,https://www.instagram.com/reel/DCmBdX8sqGo/,1
220,https://www.instagram.com/reel/DDHd4XSzhZf/,3
221,https://www.instagram.com/reel/DDJ--z-zkrH/,3
222,https://www.instagram.com/reel/DDwztOvzIA_/,0
223,https://www.instagram.com/reel/DE4sP3FTR1p/,3
224,https://www.instagram.com/reel/DFgs65Lzp1y/,3
225,https://www.instagram.com/reel/DFKlv-PTlV1/,0
226,https://www.instagram.com/reel/DFsLF_Vzf7Q/,1
227,https://www.instagram.com/reel/DFwZIZdTdxi/,3
228,https://www.instagram.com/reel/DHfoGSPTG67/,0
229,https://www.instagram.com/reel/DHqIf4GzSSJ/,3
230,https://www.instagram.com/reel/DHX5b6cTPxY/,0
231,https://www.instagram.com/reel/DIeEU4QT63m/,1
232,https://www.instagram.com/reel/DJLkyiHzct1/,1
233,https://drive.google.com/file/d/10jrGw8rZ_30qPj5iCawLVpMgpKji1Wa1/view?usp=sharing,1
234,https://drive.google.com/file/d/1W1MHuBFcVp1Lro3wg-dDzrj1DzUgyFoQ/view?usp=sharing,0
235,https://drive.google.com/file/d/1tdwOb8cuBXpbAGX8hOmG4K62c4JP9GR5/view?usp=sharing,3
236,https://drive.google.com/file/d/1FTY5nRUo3ChEDywZ_k26nhmCVxPJfMJT/view?usp=sharing,3
237,https://drive.google.com/file/d/1pG2GATtjgaoBY-2E1_RkIJFu6DyppHfr/view?usp=sharing,3
238,https://drive.google.com/file/d/1E5sY0n0XBQSDOYyrF3MluFYr69xETRgY/view?usp=sharing,0
239,https://drive.google.com/file/d/1Yqx2xGXcvKlK5MiiaR6ABUpFRiJ9eM0o/view?usp=sharing,1
240,https://drive.google.com/file/d/1UI8IJ19DQkZuTaUtLVtAI19jGMIDJuO_/view?usp=sharing,3
241,https://drive.google.com/file/d/1uMJkn9Et2wBjAtSTAfGq0agFf1JQYv5S/view?usp=sharing,0
242,https://drive.google.com/file/d/174ktM20lrDfm4tIGFTTC4NBPqxit2ab_/view?usp=sharing,1
244,https://drive.google.com/file/d/1IBSfa1_5SRhWu03wVRoCl2-ZHrF6F-ws/view?usp=sharing,3
247,https://drive.google.com/file/d/1sfDbRuqnnfX49DXlxNJ5lTfz7xuRD4x2/view?usp=share_link,3
253,https://drive.google.com/file/d/13O0I8BGN2nOfKEzVsPpy2gkCVJW3Ai_L/view?usp=share_link,1
254,https://drive.google.com/file/d/1aqJ9hzi9WE4bs7NrqN7ciiLbk-qL3xil/view?usp=share_link,3
255,https://drive.google.com/file/d/11kyZ7I0ZFyc-iMez6CSXoGLNIt_gwFxb/view?usp=share_link,3
256,https://drive.google.com/file/d/1VhJeu7psvZDuLyG5NFB0mtuIIqW8utvQ/view?usp=share_link,0
257,https://drive.google.com/file/d/1rNStUG8X1s7Gxsk7ppUkboM1bgs74ldO/view?usp=share_link,2
258,https://drive.google.com/file/d/1tP3XU9n0Hz7bw-i-xeARwqGVsOrUcRUN/view?usp=share_link,1
259,https://drive.google.com/file/d/1FxbsOfcAFwFmxE_6ydT6onXOhToEP4wm/view?usp=share_link,0
260,https://drive.google.com/file/d/1c_1boySTaI5v-wbdEknkClIcsC7emkyC/view?usp=share_link,3
261,https://drive.google.com/file/d/1LTqO8bBrwf_Dff57G30yvs9XMuc7Ac2K/view?usp=share_link,3
262,https://drive.google.com/file/d/1lKQYbrg7pACuUvw8Nap9Zwgwvx2KZUwN/view?usp=share_link,1
263,https://drive.google.com/file/d/1xSQdvW4eV85M8MtKiLxEbiRAnyymwnyE/view?usp=sharing,3
264,https://drive.google.com/file/d/1xnnqC_dCycMn_WX7uTEjgat_XSnfRYaF/view?usp=sharing,2
265,https://drive.google.com/file/d/15UGEQeLrgYmjSKgC63Bt0-ntc_FuVd_j/view?usp=sharing,1
266,https://drive.google.com/file/d/1kdtDhRpo6ekKfT_yjBVXoVj4WercGNuF/view?usp=sharing,0
267,https://drive.google.com/file/d/11LxsYwvbPcaOSQmzQ5ijemVyHf36kZlL/view?usp=sharing,3
268,https://drive.google.com/file/d/1nEyJP7KLtSgQhj7-efvU7ZPuGK5m9DeD/view?usp=sharing,2
269,https://drive.google.com/file/d/1YmlpSSW6yy3WyYBmjzhRhmXW6G5rgK0Z/view?usp=sharing,0
270,https://drive.google.com/file/d/1-6kF8oGj9Wvrj9FtDLh0wYVyjxt7xADU/view?usp=sharing,3
271,https://drive.google.com/file/d/1Kll4_vIOLOE-jIQ4sHoTIwKoneMZe-s2/view?usp=sharing,1
272,https://drive.google.com/file/d/1_KjLNoBDyPq2ERIurbbpy0ymyYYTtgsc/view?usp=sharing,1
273,https://drive.google.com/file/d/1ftErla2d_xoxnPEw48O5qhOqZmU7yEoB/view?usp=sharing,2
274,https://drive.google.com/file/d/1rfwlzR9i7EpPyZvb_1frZyRyHlAwYkhz/view?usp=sharing,3
275,https://drive.google.com/file/d/16CEwzTU972-N5NoaOYx_rbF8AJfqtbIT/view?usp=sharing,3
276,https://drive.google.com/file/d/1m7bM3ghyam8eqKu0UIKYH1RkksH9UYHG/view?usp=sharing,3
277,https://drive.google.com/file/d/1Sjfo20LxjQYLL38rcsfMK6-mglcXkGOP/view?usp=sharing,1
278,https://drive.google.com/file/d/1dmL2iITVmznAuhUnQQ8XagExDvDuYAzJ/view?usp=sharing,2
279,https://www.instagram.com/reel/CntID4iDMB_/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,2
280,https://www.instagram.com/reel/C1gZ3ujhSJA/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,2
281,https://drive.google.com/file/d/1z9-ww8CVET21pVgUMOXyoK2hjllGYJUD/view?usp=sharing,1
282,https://drive.google.com/file/d/1vpPEfSUKGoFWSpXdk3HBblneBShmz6eK/view?usp=sharing,2
283,https://drive.google.com/file/d/1wr145RnytH5fnStLBsCJzMhUDMyt3up3/view?usp=sharing,2
284,https://drive.google.com/file/d/1jbAegP8PHDVJuJvZrgSqMATDogW4Hahy/view?usp=sharing,1
285,https://drive.google.com/file/d/1bK8tNnBPE_cIG01bREq1qaejYuJqdAuf/view?usp=sharing,1
286,https://drive.google.com/file/d/1P2dJ0V77XLxti9Sj66vYfjHklpp_ilQ7/view?usp=sharing,3
287,https://drive.google.com/file/d/1auQ3Vy3NiAzqBRWS4jkrBbjK0gxpm1oa/view?usp=sharing,4
288,https://drive.google.com/file/d/1Q6UYhFv2n4YnEsDqBpWB_WOKFAqckDqR/view?usp=sharing,0
289,https://drive.google.com/file/d/1PzfVDLwuOuvkXMoSCSJlG4jw2gjZiw7f/view?usp=sharing,3
290,https://drive.google.com/file/d/1pGzhGp_4Wns6Vu30UqnneRjaKOEfnlgv/view?usp=sharing,3
291,https://drive.google.com/file/d/1z2XXkOsrht4DoaCiESXM57fZPD19uVeF/view?usp=sharing,0
292,https://drive.google.com/file/d/1o495T41WvkbePjucBFRqY3py2bscj9j6/view?usp=sharing,1
293,https://www.instagram.com/reel/C1WmIidBhoS/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,0
294,https://www.instagram.com/reel/C-KmtFmhA3N/?igsh=bG85dmNhMG5kZ3hy,3
295,https://drive.google.com/file/d/1m6QMiRFLNN-ar8SirWcd7F7biMVQkQcQ/view?usp=drive_link,7
296,https://drive.google.com/file/d/1z_ht8tUGHqrXLijQntzDHDGvnVxYvp67/view?usp=drive_link,7
297,https://drive.google.com/file/d/17PEh13iqDufZbFYrX99th4oGWUyMBOrO/view?usp=drive_link,3
298,https://drive.google.com/file/d/1QKbQgPG6bA1WDwuGpEvAnMmw1_qbtkFk/view?usp=drive_link,7
299,https://drive.google.com/file/d/1UE04wkbPDVwJAE8yDJ0CXAOInVEzH7Fx/view?usp=drive_link,3
300,https://drive.google.com/file/d/13y34c8Vn-tnRdw2NMRPzW1f_QUljfX-A/view?usp=drive_link,3
301,https://drive.google.com/file/d/1J1ptOdz_I3WUnaF87jU2PNQszcn5C9DM/view?usp=drive_link,7
302,https://drive.google.com/file/d/1V42ONkSg7UkrdxWF67Xj3719CPVN8Yp-/view?usp=drive_link,1
303,https://drive.google.com/file/d/1eeHcjzmCadvIdIQp7Zs0NTUaDBQc2TD-/view?usp=drive_link,3
304,https://drive.google.com/file/d/1BerFy1B8lI20y4_fQ8EIRezwaIBzftfs/view?usp=drive_link,0
305,https://drive.google.com/file/d/1o8hCq7EPrIX-cFFz4INcAZYIKPj9zVEm/view?usp=drive_link,3
306,https://drive.google.com/file/d/1TBxEKfVbZHXKByNuG8cEKpGNkCz_nQTf/view?usp=drive_link,3
307,https://drive.google.com/file/d/1L8Gz_VS5F-F30IfDnOzS-5N_1C4yKBHt/view?usp=sharing,3
308,https://drive.google.com/file/d/1Aomlf0yj4AGdb8U5cMR5yxHqAMzRfrHE/view?usp=sharing,3
309,https://drive.google.com/file/d/1nc1WP7TU_aiyYyrknGGLx1WsSB1xPHu9/view?usp=sharing,3
310,https://drive.google.com/file/d/1_bgAkwYdX91eMUGm6OyaWLJa9QOTketj/view?usp=sharing,3
311,https://drive.google.com/file/d/1ArjlJjHMZ88_6Js-3l7OzvP9bdj0vkQb/view?usp=sharing,1
312,https://drive.google.com/file/d/1L2j2rvvi7Ouya7LPsDSjvZxktkcxWVDu/view?usp=sharing,0
313,https://drive.google.com/file/d/1P6PgAAZKmoYiKR8ekl0_2K2N8NdCbFXy/view?usp=sharing,3
314,https://drive.google.com/file/d/15G61xFAnsKP6pSqf_OlTmcMSjKoXjL2t/view?usp=sharing,3
315,https://drive.google.com/file/d/12ENYEj_jRUN8l0Mj2e-6yjilOwqvnQOl/view?usp=sharing,3
316,https://drive.google.com/file/d/14DVME9QFrjHl0N8FD7vI-c11kqz9Ev-C/view?usp=sharing,3
317,https://drive.google.com/file/d/1u4RaQEcXtvZ3PcEZ_3XxdvZbd3LehmUA/view?usp=sharing,3
318,https://drive.google.com/file/d/1oVqUQe3KXE6ZiakQGOLSV39FSSxSZflf/view?usp=sharing,3
319,https://drive.google.com/file/d/13eE_1qXoSDqlVNxyi41nLlHOfroaGvgF/view?usp=sharing,7
320,https://drive.google.com/file/d/1_1pUppoq1CubSilNkIilvXy9BUMvqN5a/view?usp=sharing,3
321,https://www.instagram.com/reel/CoGKcP0BYcu/?igsh=OGh3aXFpc3BidmZl,3
322,https://www.instagram.com/reel/Cjc9mzVDnK1/?igsh=cmhqb2Fhc3gyamdm,3
323,https://www.instagram.com/reel/DEWsCChyN_T/?igsh=MXNscmNnbWdwenVpeQ==,3
324,https://drive.google.com/file/d/1M_6SY752Q2DDMQ-SReTEMXeOfG9Nhd6V/view?usp=drive_link,1
325,https://drive.google.com/file/d/1AUN-OYd4ipaJoeEH4Zs4gmXo7B2S23Km/view?usp=drive_link,1
326,https://drive.google.com/file/d/1mTjeo_jyHUAXaLkzAigr6gjnXRoWN1YV/view?usp=drive_link,1
327,https://drive.google.com/file/d/1S72zxSaA4R1t3mwApeTHm4VJT-IDvjPL/view?usp=drive_link,3
328,https://drive.google.com/file/d/1FNfsB23xtWAnxr0ffwz2LYZAVdQJiv5P/view?usp=sharing,3
329,https://drive.google.com/file/d/1rEv2BCHM-w0kGESW7zArV0hwbxMeTzhR/view?usp=drive_link,0
330,https://drive.google.com/file/d/18LgEBVLPh6xc55CzQJLSWdVx9XYjYMY5/view?usp=sharing,1
331,https://drive.google.com/file/d/1Z6HV13StqwXPvVsirZBEhTsACRuIXfvo/view?usp=drive_link,1
332,https://drive.google.com/file/d/1eu9PHjd3VO3fyp5776ZNBWTpYMaQRXBm/view?usp=drive_link,0
333,https://drive.google.com/file/d/18l6Q_OmL9Cs3NsmJKOQRpCCOVFsJVQ1H/view?usp=drive_link,0
334,https://drive.google.com/file/d/176fAs32KUJyEuSHg0WcVSqKGzjvk7mAs/view?usp=drive_link,3
335,https://drive.google.com/file/d/1oe6YLqtXw2dBwxrmrRIuVXlyW9_C0kLE/view?usp=drive_link,0
